subject,trial,ankle_dorsiflexionasymmetry_index_max,ankle_dorsiflexionasymmetry_index_mean,ankle_dorsiflexionasymmetry_index_min,ankle_dorsiflexionasymmetry_index_range,ankle_dorsiflexionasymmetry_index_std,hip_flexionasymmetry_index_max,hip_flexionasymmetry_index_mean,hip_flexionasymmetry_index_min,hip_flexionasymmetry_index_range,hip_flexionasymmetry_index_std,knee_flexionasymmetry_index_max,knee_flexionasymmetry_index_mean,knee_flexionasymmetry_index_min,knee_flexionasymmetry_index_range,knee_flexionasymmetry_index_std,left_ankle_dorsiflexion_deg_max,left_ankle_dorsiflexion_deg_mean,left_ankle_dorsiflexion_deg_min,left_ankle_dorsiflexion_deg_range,left_ankle_dorsiflexion_deg_std,left_hip_flexion_deg_max,left_hip_flexion_deg_mean,left_hip_flexion_deg_min,left_hip_flexion_deg_range,left_hip_flexion_deg_std,left_hip_knee_ratio_max,left_hip_knee_ratio_mean,left_hip_knee_ratio_min,left_hip_knee_ratio_range,left_hip_knee_ratio_std,left_knee_flexion_deg_max,left_knee_flexion_deg_mean,left_knee_flexion_deg_min,left_knee_flexion_deg_range,left_knee_flexion_deg_std,left_knee_valgus_proxy_cm_max,left_knee_valgus_proxy_cm_mean,left_knee_valgus_proxy_cm_min,left_knee_valgus_proxy_cm_range,left_knee_valgus_proxy_cm_std,right_ankle_dorsiflexion_deg_max,right_ankle_dorsiflexion_deg_mean,right_ankle_dorsiflexion_deg_min,right_ankle_dorsiflexion_deg_range,right_ankle_dorsiflexion_deg_std,right_hip_flexion_deg_max,right_hip_flexion_deg_mean,right_hip_flexion_deg_min,right_hip_flexion_deg_range,right_hip_flexion_deg_std,right_hip_knee_ratio_max,right_hip_knee_ratio_mean,right_hip_knee_ratio_min,right_hip_knee_ratio_range,right_hip_knee_ratio_std,right_knee_flexion_deg_max,right_knee_flexion_deg_mean,right_knee_flexion_deg_min,right_knee_flexion_deg_range,right_knee_flexion_deg_std,right_knee_valgus_proxy_cm_max,right_knee_valgus_proxy_cm_mean,right_knee_valgus_proxy_cm_min,right_knee_valgus_proxy_cm_range,right_knee_valgus_proxy_cm_std
subject_01,01_01,10.264636226972533,-3.4807789161987173,-16.881460397854774,27.146096624827308,4.364221110378625,77.38582861708917,-2.517429010648049,-82.41226409576576,159.79809271285495,17.609569832061126,21.747347280534086,0.43424991293213155,-28.084565272405396,49.831912552939485,6.0222458244349975,179.99455028128938,164.4909010232237,146.9435730440501,33.050977237239266,5.4927649033350505,42.99875873717155,20.270956770409388,9.773940581081234,33.224818156090315,7.606399470633597,0.4612218776145853,0.22551644574106772,0.1065368241247353,0.35468505348984997,0.07776209053500975,120.77207208807566,91.22777702267486,40.04907185196734,80.72300023610832,17.531076263441488,2.3120634039116763,-1.173767529299383,-2.3574257252201547,4.669489129131831,0.8648945011584316,179.99701098260417,170.3965396800395,145.83841143281552,34.15859954978865,7.514649881274141,42.36083930140222,20.670394735531122,8.598313915825557,33.762525385576666,7.275996507779458,0.5464910158228526,0.23184195660727402,0.09029050636334034,0.4562005094595123,0.07908438351617107,118.2208160768528,90.27405531659093,51.03721488567305,67.18360119117975,15.095153354416482,2.3639850758270264,1.412862592756228,-2.3249109206840215,4.688895996511048,0.7568179869065386
subject_01,01_02,24.14676946487329,-0.9356574910340453,-32.11646913959753,56.263238604470814,6.531289790190848,183.61035864034903,12.656601109041853,-169.58692770620627,353.1972863465553,88.00706092353495,68.54944664287993,2.611468424513254,-63.46748606879357,132.0169327116735,18.848653209434353,179.9971195323277,170.1297917396398,128.53322678714085,51.463892745186854,8.748268145118796,63.32993473756676,22.822584235595272,3.566352575972494,59.763582161594265,14.732914779596257,0.6946982844553916,0.23962314671719354,0.04045360501811798,0.6542446794372736,0.14435200575676074,121.47147237031994,95.4593410212365,51.84847361343026,69.62299875688969,13.807220048506343,2.366699947702404,0.6140265324904499,-2.3132942141212367,4.679994161823641,1.0314739403713316,179.99682625026173,171.649103193643,139.36008837963593,40.63673787062581,7.180091498658729,63.55022969957615,19.699725072860485,2.309597978023148,61.240631721553,13.691849544485075,0.6185579011086436,0.21276453902211573,0.026114079058445705,0.592443822050198,0.13836338447633065,117.29951283555204,92.9417004540502,52.31970799769674,64.9798048378553,13.407107169195061,2.4088577210777866,-0.31977928359980023,-2.4101815114112526,4.81903923248904,1.12834240174849
subject_01,01_03,30.504853301753876,-0.14265766109865688,-31.89972446309328,62.404577764847154,7.977371976966978,176.8424791747788,1.2113733084112701,-171.17711836063154,348.0195975354103,78.14168409624719,64.31439153215327,-2.1556645393551506,-77.98675676264588,142.30114829479913,16.93600646568615,179.99700410048908,168.96696695507453,121.62557311067334,58.371430989815735,8.736120579786295,74.47750322455339,22.383746917759137,4.076237008178358,70.40126621637503,14.532038962446554,0.9589313560707511,0.24164283540440837,0.04497645291896334,0.9139549031517877,0.16194935794982757,119.55017306221683,94.36242756311646,51.725771601644055,67.82440146057277,13.160514700016446,2.362739444700619,0.004946672212080895,-2.356222443975552,4.718961888676171,1.210780981702921,179.99713825071123,169.24048912557876,129.97491147796566,50.02222677274557,9.36281317401441,70.55746808594624,22.222260022919624,2.6215306164757224,67.93593746947052,14.233184599585556,0.9549161772086139,0.23604966121548107,0.025098779328970765,0.9298173978796431,0.15960734470637766,129.02531883925596,96.4827336832804,52.519814925380956,76.505503913875,13.767164480194394,2.4096205203540824,-0.12580011656249615,-2.4027329289685517,4.812353449322634,1.1929946288621638
subject_01,01_04,25.146558983107994,-2.178643290657276,-40.78946883268093,65.93602781578892,7.002234704896933,179.43729745857894,-1.2696835683065384,-168.17036745979863,347.60766491837757,75.91849117367816,52.40999404144264,-0.5554824922104264,-72.53970861622271,124.94970265766534,16.905867050218472,179.99676550955598,169.05190061394762,117.47777311760142,62.51899239195457,9.027556106738174,61.739049666179795,19.752031035431287,2.519141910687979,59.21990775549182,11.60382369394406,0.5894933705061216,0.20867354856560572,0.02757350273700567,0.561919867769116,0.11451890593166261,117.31887304103557,95.22421427681162,42.097164655209326,75.22170838582625,14.58369091312537,2.3674079821387464,0.44798267173395473,-2.363666131632554,4.7310741137713,1.2462375563432448,179.9945964042006,172.67529466741289,125.54668841166004,54.44790799254055,7.189385481708674,64.44026266431887,20.250764129809642,1.4903629379883008,62.949899726330564,12.202026448160552,0.6178530316125318,0.21495949165551445,0.016024647640100698,0.6018283839724311,0.12459960602631605,119.52601470078079,95.40670485425545,61.929410862042175,57.596603838738616,12.858806897622669,2.4110658007229118,0.40372294364210826,-2.3947828673801315,4.805848668103043,1.2354920154956524
subject_01,01_05,30.0203757477386,0.35173330997115565,-29.95901032945342,59.97938607719202,7.396694904681598,184.867631670779,14.954122895751278,-185.5301207110839,370.3977523818629,79.87062020494452,62.24377385896017,0.9777469376144388,-85.11324189899099,147.35701575795116,18.03185670584588,179.99674070604962,169.9900930002791,129.50137309558238,50.49536761046724,8.01090024029645,97.09946460077539,28.401587398506404,1.3028141791166485,95.79665042165874,19.936556040916493,1.1267034297138254,0.2893944108412954,0.013915406361889626,1.1127880233519358,0.19786646999540058,136.85847816907182,97.84193328984844,44.8550672353839,92.00341093368792,13.784051735893803,2.354997616613905,0.3588165588331175,-2.32312381567087,4.678121432284774,1.281388377380639,179.9915170528823,169.48480176365535,132.28601147290993,47.70550557997237,9.62393940288175,101.39702399251638,25.746428013104115,1.1484713361175924,100.24855265639879,20.79866336909863,1.1917107302995213,0.26429914527218484,0.012429234315712237,1.1792814959838092,0.20506245522571584,120.20771314765322,96.88978746503106,51.4870052809427,68.72070786671053,13.656741350792979,2.398279739017003,0.1809245932542432,-2.3964615585351496,4.794741297552153,1.2435258460393084
subject_01,01_06,39.20957817786014,17.59338204792394,-32.09749900588906,71.3070771837492,13.229494721984233,186.54005201507306,4.815936319652451,-170.6097378034513,357.14978981852437,79.3322433827373,190.4295812601938,28.536158937040728,-63.4145863407083,253.8441676009021,36.21350976813488,179.99142867699425,167.63375069740584,126.15937310235333,53.83205557464092,8.770627292909273,105.42961381505043,29.101973953989802,2.2721538534529935,103.15745996159744,21.002407798150863,1.5549296038522646,0.35028754900591325,0.024870425058869487,1.5300591787933953,0.3119450461910669,120.47107343440145,91.10975414883512,51.16016959671282,69.31090383768863,17.497379751032724,2.3648108104773367,-0.03023780970021165,-2.366912765447183,4.731723575924519,1.232598093952851,179.9833421662519,141.08300291583856,113.48691150666757,66.49643065958433,15.88868758474149,114.59128978299545,28.55949622157275,1.7400541883400071,112.85123559465544,22.1990001013437,5.921804295686942,0.5408377972265956,0.02298533696843224,5.89881895871851,0.6271292504461108,115.42311936158796,71.95837131358589,2.7032221074753124,112.71989725411265,26.394180685585365,2.408211537883727,0.23977891161876444,-2.387237493524507,4.795449031408234,1.115572884259073
subject_01,01_07,24.35036217092675,-1.1512782191426167,-31.683663375654447,56.0340255465812,6.75696262941275,196.880102865967,-5.439671310097313,-192.58636135663104,389.466464222598,84.47532763416444,61.260848380440656,-4.044832372841011,-129.089616968697,190.35046534913764,23.32212806701951,179.99703014373847,168.14982024219552,128.35987309796485,51.63715704577362,8.936849445014024,98.15027887077463,32.39988007710591,1.0683994786893611,97.08187939208527,23.758507669903434,3.740456914721016,0.44654011292093815,0.016590603640161485,3.7238663110808545,0.42171467221358483,133.85598017257263,84.52941255095082,13.662867412627975,120.19311275994465,19.768370203645933,2.3677370397884285,0.253564041919914,-2.3576727545877603,4.725409794376189,1.160512393534547,179.99425286019286,170.0168989021304,139.07931145555952,40.91494140463334,7.44088751694414,81.01673321771729,33.972412104467224,0.39538004853270015,80.62135316918459,22.893257459549456,1.2134502237974127,0.4287267512472098,0.004603648383668523,1.2088465754137443,0.34185863288963547,119.98341323629093,86.8565824851333,55.0762166980151,64.90719653827583,16.03960238536158,2.4112774403125394,0.012221283746593073,-2.402915147005889,4.814192587318429,1.0811094682682794
subject_01,01_08,23.70128175799027,-0.800647523003612,-34.09797442838363,57.799256186373896,6.496966379735329,160.52691646854876,6.868623960407631,-181.40334400256205,341.93026047111084,69.90366744214299,82.42097702781147,2.3102601790503967,-55.14733593314988,137.56831296096135,19.179953737319153,179.99184766884474,169.22148560552958,124.78037310497942,55.21147456386532,7.46231600375405,104.86184784880031,45.4635272701532,2.7508993697352198,102.11094847906509,28.66278535472373,1.449067546631917,0.6265055911248467,0.030054660554008454,1.4190128860779085,0.4578816826870001,123.46037504284143,83.2450020861874,55.085171946062886,68.37520309677855,19.086220422826393,2.2819275879878256,-0.13594635439204683,-2.2735351119902907,4.555462699978117,1.023400297854409,179.9901873506722,170.58275766112118,134.65348839222372,45.336698958448466,7.534697134874988,94.27079275536461,42.51700113514897,3.655887516590337,90.61490523877427,27.652638565522604,1.3949065784876147,0.5995492883664593,0.03844688197380781,1.356459696513807,0.4463267412397879,130.36201826641147,82.02208498079716,30.165210310094977,100.19680795631649,21.336423459560713,2.4115945567629824,0.34875925623944315,-2.334753597396981,4.746348154159963,1.1736189111809754
subject_01,01_09,29.480637836695227,-2.645899955781335,-28.212094984004537,57.69273282069976,7.0221285569047005,186.06090583690755,19.850097341055612,-128.5975701895684,314.6584760264759,63.612615181834364,78.24850178724147,-5.244080466799422,-130.7128865480026,208.96138833524407,22.028921531986057,179.9942933773293,166.06143123822991,122.8114731085808,57.182820268748515,9.924244182114162,118.42285637223485,46.82415634602519,6.429604215462649,111.9932521567722,26.82292189368791,6.559904448590417,0.6882638778464578,0.06588517973234032,6.494019268858077,0.6288285194879252,118.15547353777984,80.05285598591826,15.362867199744414,102.79260633803543,18.814280827884886,2.3347936109944736,-0.45575608489504116,-2.352768454736199,4.687562065730672,1.034918007083158,179.9963273898722,170.4228719666596,128.67291148066505,51.32341590920714,8.456464916207391,101.22303260401058,39.51813171612262,1.1887481027346762,100.0342845012759,25.864559827811675,1.9159478351923973,0.5073465611364635,0.011426895821319885,1.9045209393710774,0.3707324674412887,115.44831153293984,82.87128341687367,49.95910727077998,65.48920426215986,12.805464468956483,2.3727425835477245,-0.059211680180952776,-2.389633966732678,4.762376550280402,1.3078941710255616
subject_01,01_10,22.085295202229204,-0.6720885513249787,-29.09175686515344,51.17705206738265,5.949825099585744,187.66935050527135,1.7937899836928881,-150.45607628747382,338.1254267927452,54.79109157474548,90.87957798334025,-0.0825858793063903,-102.71370814513352,193.59328612847378,16.910993162875087,179.98213950172996,168.57107154771194,128.75727309714406,51.224866404585896,8.233613231946602,124.83924741181092,43.44908525586123,4.83224696611394,120.00700044569697,32.59334820671196,4.731145733264191,0.5674631130411457,0.049205124529364715,4.681940608734827,0.5095133670949309,120.4205666254123,85.57156423211624,24.208565227293775,96.21200139811853,15.631208698213396,2.3675247866002396,-0.09852079148570254,-2.3677879932029766,4.735312779803216,1.226214994948764,179.98353917352335,169.67708021785464,133.50078839499471,46.48275077852864,7.6734049082971145,124.13448636923219,42.13980710788739,1.5152689686420688,122.61921740059012,30.836655607994892,2.2956886173322584,0.5280368264621877,0.0190464081634692,2.2766422091687892,0.425962848744919,114.7530127186567,85.10073523333,40.65550708063094,74.09750563802577,13.68182544148496,2.33770057696265,-0.14105950315270901,-2.4106985049569345,4.748399081919585,1.1426235598389727
subject_01,01_11,32.76857919997639,-1.7062637710088866,-39.13396369177531,71.9025428917517,9.94783542098671,172.76471566052984,-0.73177447048264,-177.32889822649267,350.0936138870225,74.23821089136874,104.94407836213746,1.4759437149421106,-71.43158733273621,176.37566569487367,20.141789056245507,179.997081846514,165.10879766375402,119.66817311401391,60.32890873250008,13.265727083850264,87.82839900692298,34.219294658384385,2.053754995592738,85.77464401133024,20.905572778909747,1.4774917645481673,0.3636025884989517,0.021756692411949732,1.4557350721362177,0.25336579479903987,127.16237039281125,98.3884591755679,51.759173031405595,75.40319736140566,16.011110100747388,2.366743023759776,0.40879415970712807,-2.3676795147703418,4.734422538530118,1.0657490547454713,179.99572084670842,167.6579096557379,122.92231149153235,57.07340935517607,9.569643203479222,93.94787693077635,34.390778506099984,2.4608700241465518,91.48700690662979,21.1588380339554,1.1047605290319404,0.36708512107781494,0.019738229463587324,1.0850222995683532,0.23981838778288445,127.96541768973074,97.11185094542388,36.537711353240354,91.42770633649039,16.779802201085467,2.3993752485684743,0.46128392573809884,-2.409223024502827,4.8085982730713015,1.0261164637349933
subject_01,01_12,32.04330395800355,-1.6218835725711989,-32.58069502690266,64.62399898490621,8.141286110091238,187.34780638523384,9.144861509234827,-149.59401475532957,336.94182114056343,60.44561850387077,83.82709646418105,8.512840713765804,-51.69846711714674,135.5255635813278,26.160121400080328,179.99653525252543,167.53539082867294,126.24727310218289,53.749262150342545,9.870328277860823,124.58106986412214,40.43950226995753,5.318664869937721,119.26240499418442,25.21181523609942,1.5027094707511557,0.4468181023684015,0.051848088511693285,1.4508613822394625,0.28069843529270383,165.2703788682888,93.06234080547667,58.095768453098756,107.17461041519003,17.818750869681754,2.3031167347829737,-0.1460037160830842,-2.3501127106987214,4.653229445481696,1.194951209722302,179.99130665716376,170.2004314642408,125.75861148636902,54.23269517079474,8.660375836364612,127.67832590719395,38.231851758869986,0.9380585609935036,126.74026734620045,26.22545078763065,2.1185574486424463,0.4649943618833475,0.010110731125822262,2.108446717516624,0.33072776159646344,116.08811271163225,84.77492475254017,53.02051277024299,63.06759994138926,13.020242471679769,2.400955667122242,0.08899611885501132,-2.411084772807284,4.812040439929526,1.1802583179848705
subject_01,01_13,22.04005790019848,-7.824434578969051,-30.548441956350743,52.58849985654922,9.623393924119458,178.2442734743058,-3.584606710499232,-159.16121294602624,337.40548642033207,64.48235150451166,64.07975519479339,2.2492504062272793,-104.92353979324024,169.00329498803364,18.16964438962872,179.97262130721757,152.75106234328314,126.81727310106795,53.15534820614961,10.99406027192598,113.02227946550578,44.41346808401958,6.330911422799421,106.69136804270636,28.552709873563394,3.8694813745599705,0.4957239474490603,0.06306142894925584,3.8064199456107146,0.38166667447413816,119.61677044155626,93.40662036750471,28.374068280650988,91.24270216090527,14.831407629092404,2.3677068984417278,0.29118415503147627,-2.365409240052151,4.7331161384938785,1.186215338203382,179.99198614153983,165.18343254993027,131.0022114757622,48.98977466577762,11.177747619082668,121.79231355834884,45.296556513752854,2.698881529171703,119.09343202917714,28.482496888545153,1.5397777281954563,0.5043269774347743,0.037956998182467803,1.5018207300129884,0.33184451441695206,116.39791399679135,90.81884477057854,51.72801494190236,64.66989905488899,11.785925971439035,2.377070834256052,0.4649922947301457,-2.4051651933552955,4.782236027611347,1.2203326185821202
subject_01,01_14,19.811515675191956,-11.31600880077217,-30.520798828318497,50.33231450351045,8.838643529048593,170.4824147792561,-7.396077653181935,-122.38294185720392,292.86535663646,53.870300439279504,80.95992069443253,1.4930982947788285,-79.48312080581312,160.44304150024564,18.246269967374396,179.95488117363303,148.61708923837304,123.12527310801768,56.829608065615346,10.018688979690767,152.28488520511945,56.38600217472325,7.1755879124645645,145.1092972926549,43.955491695398194,2.2117577202162213,0.6103703098108401,0.07013277480114379,2.1416249454150775,0.45313436504851573,119.12756631747966,91.43294881154557,37.80907275390996,81.3184935635697,16.444185275734558,2.3643555600273745,0.17558678721502152,-2.3254209485274084,4.6897765085547825,0.9853973868455033,179.99354622933836,166.38909474801133,120.6755884202848,59.31795780905357,9.38603175204924,162.31413249123318,59.17908513115924,1.9300789454042457,160.38405354582895,44.6611814727344,2.529080842869634,0.6461763242588079,0.02338634839249579,2.5056944944771384,0.46490604448041156,117.3669104436901,89.86958453232138,44.62261687919579,72.74429356449431,15.506657702161018,2.3342664804659536,-0.05491528424546465,-2.396388435376189,4.730654915842143,1.1994692037541035
subject_02,02_01,29.877661061523266,4.490585812750029,-19.914069068693756,49.79173013021702,11.908217255780903,129.61638080235656,-5.89545698476358,-147.5900006265533,277.2063814289098,90.81936353542575,42.537453755086005,3.510322788928279,-42.489182316774816,85.02663607186082,18.174410773728695,173.56257166674206,156.01768163972505,134.22440227654272,39.33816939019934,8.465475409299447,31.19519748891556,18.66409541548401,4.454717098534951,26.74048039038061,9.139766516435555,0.3868379505458441,0.2232579421211221,0.04814793526553796,0.3386900152803061,0.11049344726720098,94.61910485586448,84.74949198503579,57.16880485952767,37.45029999633681,8.22352411874024,2.1324420235185446,0.5946836891810682,-2.062391900269844,4.194833923788389,0.852079474304319,169.0732596354734,149.35515808411748,122.17361998572103,46.89963964975236,11.369769415886973,30.78728407863329,19.397500085067687,6.604662288358897,24.182621790274396,8.268553195590131,0.36815906462416537,0.23686754804081547,0.0721410874364671,0.2960179771876983,0.09591251044211872,96.15242168499798,82.01079716328847,55.95052070834255,40.20190097665542,9.658724070717389,2.069274228303112,-0.26560358509726195,-2.1428283770444128,4.212102605347525,0.938797277410562
subject_02,02_02,34.63172356454487,5.087197929717965,-20.696547717694816,55.32827128223968,10.301149015644667,137.29063303683574,3.1537362320045026,-149.86294861269948,287.1535816495352,86.28275976033703,51.67500755473047,4.667849909237115,-50.181061631302754,101.85606918603322,22.41869498305174,169.2133819460795,154.26977811812944,130.2868022862522,38.9265796598273,7.387957401653322,37.96458213142912,22.078837940209613,4.611937042210897,33.35264508921822,10.279880895783007,0.4407012962389422,0.2614643908999399,0.047066151050583614,0.3936351451883586,0.11896858862893032,99.56430523086941,85.13434836839343,54.10880575024102,45.45549948062839,10.222142971609522,2.123388465400278,0.25445029221215226,-2.049944866913807,4.173333332314085,0.6683586402599272,168.01635967154334,146.83202291407716,116.66411999548987,51.35223967605347,10.94438663438609,33.74731681466392,20.85425544099031,6.305744805135676,27.441572009528244,8.802780088788097,0.40301685999454123,0.2553867376977812,0.06709379665470183,0.3359230633398394,0.0971577301919135,96.87312146392155,81.42463129831887,51.35572112311786,45.51740034080369,11.294160164192826,2.0581516888092026,-0.1001274996397499,-2.1326970928354294,4.1908487816446325,0.7514021080498972
subject_02,02_03,17.801127034716057,4.448463870715855,-15.481437760090644,33.2825647948067,7.450013503799278,158.09285026929732,9.321955744473675,-168.02936210541938,326.1222123747167,91.48909036201198,53.84847971355308,2.587911062659555,-66.38150275485324,120.22998246840632,31.47639555492144,169.94623191582144,152.25799185384025,134.2776022764028,35.66862963941864,8.844121234944353,36.59999514580533,20.6619579085238,3.177110818445584,33.422884327359746,9.46468660633735,0.4275159326779778,0.24662702072586792,0.034314127101435755,0.393201805576542,0.10375448893439802,101.27970267708876,83.63316839867863,46.87020498446128,54.40949769262748,13.244710172035004,2.1365106281508854,0.10427812417132754,-2.106182006504824,4.242692634655709,0.7656232118554118,165.85141972882863,145.57231334208643,130.97531996729293,34.8760997615357,7.614885577414486,37.47958240450059,18.842049059567696,4.135372159841521,33.34421024465907,9.461689546518121,0.4401817765783207,0.2289345443848618,0.04479918099123094,0.39538259558708977,0.10180114535941873,100.87452147340802,81.63323977473223,54.16442124353186,46.71010022987616,14.110549865079376,2.137108140644125,-0.05428840479726342,-2.154516246997617,4.2916243876417415,0.707225410683105
